product_name,page_url,technical_sheet_url,buy_url,calculator_url,summary_public,finish,recommended_use,surface_targets,benefit_tags,application_methods,related_products,coverage_ranges,drying_times,dilution_hints,presentations,inventory_match_name,inventory_match_ref,inventory_match_score,inventory_match_source,canonical_family_from_inventory
Aluminios para Metalizados Koverlac,https://www.pintuco.com.co/productos/aluminios-para-metalizados-koverlac/,https://www.pintuco.com.co/wp-content/uploads/2019/12/ft-sistema-koverlac.pdf,https://tienda.pintuco.com/,,Koberlac de secado al aire que se caracterizan por su rápido secado y buen acabado.,,Koberlac de secado al aire que se caracterizan por su rápido secado y buen acabado.,,rapido_secado,,,,,,galón,"DISCO PARA CONCRETO 7""",56254161,85.5,db:vw_inventario_agente,"DISCO PARA CONCRETO """
Aluminios para Metalizados Mega Basecoat,https://www.pintuco.com.co/productos/aluminios-para-metalizados-mega-basecoat/,,https://tienda.pintuco.com/,,"Perlas convencionales mega basecoat hace parte del Sistema de color Mega Basecoat poliéster, ideales para la igualación o entonación de colores automotrices, que cuenta con un compacto portafolio comprendido en 30 Tintas sólidas 10 Aluminios 17 Perlas 3 Aditivos",,"Perlas convencionales mega basecoat hace parte del Sistema de color Mega Basecoat poliéster, ideales para la igualación o entonación de colores automotrices, que cuenta con un compacto portafolio comprendido en 30 Tintas sólidas 10 Aluminios 17 Perlas 3 Aditivos",metal | exterior,,,,,,,1/4 galón | galón,"DISCO PARA CONCRETO 7""",56254161,85.5,db:vw_inventario_agente,"DISCO PARA CONCRETO """
Madetec Base Inmunizante,https://www.pintuco.com.co/productos/madetec-base-inmunizante/,https://www.pintuco.com.co/download/48765/?tmstv=1672344796,https://tienda.pintuco.com/,,"Madetec Base Inmunizante Es una base preventiva contra hongos e insectos como termitas y gorgojos, ideal para todo tipo de madera (nuevas o en proceso de repinte).",Mate,"Madetec Base Inmunizante Es una base preventiva contra hongos e insectos como termitas y gorgojos, ideal para todo tipo de madera (nuevas o en proceso de repinte).",madera,antihongos,,,,,,1/4 galón | galón,MADETEC BO 2K SELLA ALTA TRANS 28119 50G,10388059,85.5,db:vw_inventario_agente,MADETEC BO 2K SELLA ALTA TRANS
Thinner para limpieza de equipos litográficos 21144,https://www.pintuco.com.co/productos/thinner-para-limpieza-de-equipos-litograficos-21144/,https://www.pintuco.com.co/download/51832/?tmstv=1672344812,https://tienda.pintuco.com/,,Thinner para limpieza de equipos litográficos 21144 es un disolvente tipo glicol aromático.,,Thinner para limpieza de equipos litográficos 21144 es un disolvente tipo glicol aromático.,exterior,,,,,,,,THINNER EQUIPOS LITOGRAFICOS 21144 55 GL,10017257,91.89,backend_lookup,THINNER EQUIPOS LITOGRAFICOS
Thinner para acrílicas Ref 21018,https://www.pintuco.com.co/productos/thinner-para-acrilicas-ref-21018/,https://www.pintuco.com.co/download/51834/?tmstv=1672344813,https://tienda.pintuco.com/,,Thinner para acrílicas Ref 21018 es una mezcla balanceada de solventes aromático y oxigenados.,,Thinner para acrílicas Ref 21018 es una mezcla balanceada de solventes aromático y oxigenados.,exterior,,,,,,,,THINNER 1/2 BOTELLA,50000934,85.5,db:vw_inventario_agente,THINNER BOTELLA
Thinner Para Sistemas Litográficos 21027,https://www.pintuco.com.co/productos/thinner-para-sistemas-litograficos-21027/,https://www.pintuco.com.co/download/51836/?tmstv=1672344813,https://tienda.pintuco.com/,,Thinner Para Sistemas Litográficos 21027 es una mezcla balanceada de solventes aromáticos y alcoholes.,,Thinner Para Sistemas Litográficos 21027 es una mezcla balanceada de solventes aromáticos y alcoholes.,exterior,,,,,,,,THINNER PARA LITOGRAFICOS 21027 55 GL,10017247,91.18,backend_lookup,THINNER PARA LITOGRAFICOS
Aditivos NM59/NM60/NM99,https://www.pintuco.com.co/productos/aditivos-nm59-nm60-nm99/,https://www.pintuco.com.co/download/51844/?tmstv=1672344813,https://tienda.pintuco.com/,,Sistema de color poliéster de altos sólidos con tecnología anti sedimentación.,,Sistema de color poliéster de altos sólidos con tecnología anti sedimentación.,exterior,alto_cubrimiento,,,,,,,MEG NM60 ESTABILIZADOR AC 1L,5864284,39.22,backend_lookup,MEG NM60 ESTABILIZADOR AC
Aditivos MG32A1/MG32A2/MG32A3,https://www.pintuco.com.co/productos/aditivos-mg32a1-mg32a2-mg32a3/,https://www.pintuco.com.co/download/51846/?tmstv=1672344813,https://tienda.pintuco.com/,,"Aditivos MG32A1/MG32A2/MG32A3 hace parte del sistema de color Mega Basecoat poliéster, ideales para la igualación o entonación de colores automotrices, que cuenta con un compacto portafolio comprendido en 30 Tintas sólidas 10 Aluminios 17 Perlas 3 Aditivos",,"Aditivos MG32A1/MG32A2/MG32A3 hace parte del sistema de color Mega Basecoat poliéster, ideales para la igualación o entonación de colores automotrices, que cuenta con un compacto portafolio comprendido en 30 Tintas sólidas 10 Aluminios 17 Perlas 3 Aditivos",metal | exterior,,,,,,,1/4 galón | galón,MEG BC MG32A3 TRANS MEZCLA AC 3.78L,5864457,39.13,backend_lookup,MEG BC MG32A3 TRANS MEZCLA AC
Perlas crystal NM500,https://www.pintuco.com.co/productos/perlas-crystal-nm500/,https://www.pintuco.com.co/download/51850/?tmstv=1672344813,https://tienda.pintuco.com/,,Perlas crystal NM500 hace parte del sistema de color poliéster de altos sólidos con tecnología anti sedimentación.,,Perlas crystal NM500 hace parte del sistema de color poliéster de altos sólidos con tecnología anti sedimentación.,exterior,alto_cubrimiento,,,,,,,POLIESTER AZUL CRYSTAL CAJA 20 KG,10375417,85.5,db:vw_inventario_agente,POLIESTER AZUL CRYSTAL CAJA
Perlas crystal mega basecoat,https://www.pintuco.com.co/productos/perlas-crystal-mega-basecoat/,https://www.pintuco.com.co/download/51850/?tmstv=1672344813,https://tienda.pintuco.com/,,"Sistema de color Mega Basecoat poliéster, ideales para la igualación o entonación de colores automotrices, que cuenta con un compacto portafolio comprendido en: 30 Tintas sólidas 10 Aluminio 17 Perlas 3 Aditivos",,"Sistema de color Mega Basecoat poliéster, ideales para la igualación o entonación de colores automotrices, que cuenta con un compacto portafolio comprendido en: 30 Tintas sólidas 10 Aluminio 17 Perlas 3 Aditivos",metal | exterior,,,,,,,1/4 galón | galón,CERRADURA MEGA BLACK DERECHA,F51019728,59.57,backend_lookup,CERRADURA MEGA BLACK DERECHA
Aluminios para metalizados,https://www.pintuco.com.co/productos/aluminios-para-metalizados/,/download/93958/?tmstv=1718899649,https://tienda.pintuco.com/,,"Aluminios para metalizados son lacas nitro de secado al aire que se caracterizan por su excelente acabado y brillo, resistentes a la intemperie, mayor rendimiento con menos manos de aplicación y fácil de aplicar en todo tipo de ambientes.",,"Aluminios para metalizados son lacas nitro de secado al aire que se caracterizan por su excelente acabado y brillo, resistentes a la intemperie, mayor rendimiento con menos manos de aplicación y fácil de aplicar en todo tipo de ambientes.",metal | exterior,rapido_secado | durabilidad,,,,,,1/4 galón | galón,MH TINTES PARA MADERA AMARILL 7420 0.95L,5891261,85.5,db:vw_inventario_agente,MH TINTES PARA MADERA AMARILL
Perlas Convencionales Mega Basecoat,https://www.pintuco.com.co/productos/perlas-convencionales-mega-basecoat/,https://www.pintuco.com.co/download/51856/?tmstv=1672344814,https://tienda.pintuco.com/,,"Perlas convencionales mega basecoat hace parte del Sistema de color Mega Basecoat poliéster, ideales para la igualación o entonación de colores automotrices, que cuenta con un compacto portafolio comprendido en 30 Tintas sólidas 10 Aluminios 17 Perlas 3 Aditivos",,"Perlas convencionales mega basecoat hace parte del Sistema de color Mega Basecoat poliéster, ideales para la igualación o entonación de colores automotrices, que cuenta con un compacto portafolio comprendido en 30 Tintas sólidas 10 Aluminios 17 Perlas 3 Aditivos",metal | exterior,,,,,,,1/4 galón | galón,CERRADURA MEGA BLACK DERECHA,F51019728,54.55,backend_lookup,CERRADURA MEGA BLACK DERECHA
Perlas convencionales NM500,https://www.pintuco.com.co/productos/perlas-convencionales-nm500/,https://www.pintuco.com.co/download/51854/?tmstv=1672344813,https://tienda.pintuco.com/,,Perlas convencionales NM500 hace parte del sistema de color poliéster de altos sólidos con tecnología anti-sedimentación.,,Perlas convencionales NM500 hace parte del sistema de color poliéster de altos sólidos con tecnología anti-sedimentación.,exterior,alto_cubrimiento,,,,,,,CARTA DE COLOR ENSAMBLADORA NM500,10398473,52.83,backend_lookup,CARTA DE COLOR ENSAMBLADORA NM500
Ajustador para limpieza de superficies metálicas 21241,https://www.pintuco.com.co/productos/ajustador-para-limpieza-de-superficies-metalicas-21241/,https://www.pintuco.com.co/download/51805/?tmstv=1672344812,https://tienda.pintuco.com/,,Ajustador para limpieza de superficies metálicas 21241 es un solvente alifático tipo N°3.,,Ajustador para limpieza de superficies metálicas 21241 es un solvente alifático tipo N°3.,metal | exterior,,,ajustador,,,,galón,AUXILIO DE TRANSPORTE,52052701,85.5,db:vw_inventario_agente,AUXILIO DE TRANSPORTE
Estuco Profesional 2 en 1,https://www.pintuco.com.co/productos/estuco-profesional-2-en-1/,https://www.pintuco.com.co/download/64451/?tmstv=1672344834,https://tienda.pintuco.com/,https://pintuco.com.co/calculadora-de-pintura/?section=estucos&&name_product=Estuco Profesional 2 en 1,,,,,,,,,,,,ESTUCO PROFESIONAL OBRAS 25 KG,20011524,86.36,backend_lookup,ESTUCO PROFESIONAL OBRAS
Ajustador aromático 21133,https://www.pintuco.com.co/productos/ajustador-aromatico-21133/,https://www.pintuco.com.co/download/51807/?tmstv=1672344812,https://tienda.pintuco.com/,,"Ajustador aromático 21133 es un solvente incoloro tipo aromático, diseñado para diluir pinturas litográficas de diferentes químicas desde su composición.",,"Ajustador aromático 21133 es un solvente incoloro tipo aromático, diseñado para diluir pinturas litográficas de diferentes químicas desde su composición.",exterior,,,ajustador,,,Contiene instrucciones de dilución en la página pública,,AJUSTADOR AROMATICO 21133 55G,10017255,95.0,db:vw_inventario_agente,AJUSTADOR AROMATICO
Thinner para poliuretanos 21128,https://www.pintuco.com.co/productos/thinner-para-poliuretanos-21128/,https://www.pintuco.com.co/download/51809/?tmstv=1672344812,https://tienda.pintuco.com/,,Thinner pra poliuretanos 21128 es una mezcla balanceada de solventes aromático y oxigenados.,,Thinner pra poliuretanos 21128 es una mezcla balanceada de solventes aromático y oxigenados.,exterior,,,,,,,5 galones,THINER PARA POLIURETANOS,51008369,87.27,db:vw_inventario_agente,THINER PARA POLIURETANOS
Thinner económico universal 21126,https://www.pintuco.com.co/productos/thinner-economico-universal-21126/,https://www.pintuco.com.co/download/94909/?tmstv=1722286444,https://tienda.pintuco.com/,,"Thinner económico universal 21126 es una mezcla balanceada de solventes aromático, alifático y solventes oxigenados.",,"Thinner económico universal 21126 es una mezcla balanceada de solventes aromático, alifático y solventes oxigenados.",exterior,,,,,,,5 galones,THINNER ECONOMICO UNIVERSAL 21210 5G,10201209,89.86,db:vw_inventario_agente,THINNER ECONOMICO UNIVERSAL
Ajustador para equipos poliuretanos 21125,https://www.pintuco.com.co/productos/ajustador-para-equipos-poliuretanos-21125/,,https://tienda.pintuco.com/,,Ajustador para equipos poliuretanos 21125 es una mezcla balanceada de solventes aromático y oxigenados.,,Ajustador para equipos poliuretanos 21125 es una mezcla balanceada de solventes aromático y oxigenados.,exterior,,,ajustador,,,,galón | 5 galones,MH AJUSTADOR PARA EQUIPOS 21125 3.79L,5892177,86.15,backend_lookup,MH AJUSTADOR PARA EQUIPOS
Thinner para acrílicas y caucho clorado 21124,https://www.pintuco.com.co/productos/thinner-para-acrilicas-y-caucho-clorado-21124/,,https://tienda.pintuco.com/,,Thinner para acrílicas y caucho clorado 21124 solventes aromáticos y ésteres.,,Thinner para acrílicas y caucho clorado 21124 solventes aromáticos y ésteres.,exterior,,,,,,,,THINNER ACRILICAS Y CAUCHO CLORADO 55G,10017253,89.72,db:vw_inventario_agente,THINNER ACRILICAS Y CAUCHO CLORADO
Ajustador para pintutráfico 21121,https://www.pintuco.com.co/productos/ajustador-para-pintutrafico-21121/,,https://tienda.pintuco.com/,,Ajustador para pintutráfico 21121 solventes aromáticos y ésteres,,Ajustador para pintutráfico 21121 solventes aromáticos y ésteres,exterior | piso,,,ajustador,,,,5 galones,AJUSTADOR PARA PINTUTRAFICO 21121 BOTELL,F51060533,95.0,db:vw_inventario_agente,AJUSTADOR PARA PINTUTRAFICO 21121 BOTELL
Ajustador para altas temperaturas 21119,https://www.pintuco.com.co/productos/ajustador-para-altas-temperaturas-21119/,,https://tienda.pintuco.com/,,Ajustador para altas temperaturas 21119 es una mezcla balanceada de solventes aromáticos.,,Ajustador para altas temperaturas 21119 es una mezcla balanceada de solventes aromáticos.,exterior,,,ajustador,,,,,"DISCO PARA CONCRETO 7""",56254161,85.5,db:vw_inventario_agente,"DISCO PARA CONCRETO """
Ajustador para poliuretanos 21115,https://www.pintuco.com.co/productos/ajustador-para-poliuretanos-21115/,https://www.pintuco.com.co/download/51673/?tmstv=1672344809,https://tienda.pintuco.com/,,Ajustador para poliuretanos 21115 es una mezcla balanceada de solventes aromático y oxigenados.,,Ajustador para poliuretanos 21115 es una mezcla balanceada de solventes aromático y oxigenados.,exterior,,,ajustador,,,,5 galones,AJUSTADOR PARA POLIURETANO 21125 BT,F205120055,91.18,db:vw_inventario_agente,AJUSTADOR PARA POLIURETANO 21125 BT
Ajustador para limpieza de equipos 21105,https://www.pintuco.com.co/productos/ajustador-para-limpieza-de-equipos-21105/,https://www.pintuco.com.co/download/51675/?tmstv=1672344809,https://tienda.pintuco.com/,,"Ajustador para limpieza de equipos 21105 es un solvente incoloro de mezcla balanceada de solventes aromático y éster, diseñado con alto poder de dilución en los sistemas recomendados y para limpieza de equipos.",,"Ajustador para limpieza de equipos 21105 es un solvente incoloro de mezcla balanceada de solventes aromático y éster, diseñado con alto poder de dilución en los sistemas recomendados y para limpieza de equipos.",exterior,,,ajustador,,,Contiene instrucciones de dilución en la página pública,,AUXILIO DE TRANSPORTE,52052701,85.5,db:vw_inventario_agente,AUXILIO DE TRANSPORTE
Ajustador para sistemas litográficos 21088,https://www.pintuco.com.co/productos/ajustador-para-sistemas-litograficos-21088/,https://www.pintuco.com.co/download/51677/?tmstv=1672344809,https://tienda.pintuco.com/,,Ajustador para sistemas litográficos 21088 es un disolvente glicol éter.,,Ajustador para sistemas litográficos 21088 es un disolvente glicol éter.,exterior,,,ajustador,,,,galón | 5 galones,"DISCO PARA CONCRETO 7""",56254161,85.5,db:vw_inventario_agente,"DISCO PARA CONCRETO """
Thinner para poliuretano 21050,https://www.pintuco.com.co/productos/thinner-para-poliuretano-21050/,https://www.pintuco.com.co/download/51680/?tmstv=1672344810,https://tienda.pintuco.com/,,Thinner para poliuretano 21050 es una mezcla balanceada de solventes aromáticos y solvente oxigenados.,,Thinner para poliuretano 21050 es una mezcla balanceada de solventes aromáticos y solvente oxigenados.,exterior,,,,,,,galón | 5 galones,THINNER POLIURETANO BTL,51000848,85.95,db:vw_inventario_agente,THINNER POLIURETANO BTL
Thinner para limpieza de equipos litográficos 21043,https://www.pintuco.com.co/productos/thinner-para-limpieza-de-equipos-litograficos-21043-2/,https://www.pintuco.com.co/download/51682/?tmstv=1672344810,https://tienda.pintuco.com/,,Thinner para limpieza de equipos litográficos 21043 es una mezcla balanceada de solventes aromático y éster.,,Thinner para limpieza de equipos litográficos 21043 es una mezcla balanceada de solventes aromático y éster.,exterior,,,,,,,,THINNER PARA LITOGRAFICOS 21043 TAMBOR 5,10017248,87.32,backend_lookup,THINNER PARA LITOGRAFICOS 21043 TAMBOR
Intershield 417,https://www.pintuco.com.co/productos/intershield-417/,https://marinecoatings.brand.akzonobel.com/m/7bcbfeb824dc0ad2/original/Intershield_417_eng_A4_20150204.pdf,https://tienda.pintuco.com/,,"Intershield® 417 es un revestimiento antideslizante de alto espesor en dos componentes de resina epoxi, aplicado en una sola capa.",,"Intershield® 417 es un revestimiento antideslizante de alto espesor en dos componentes de resina epoxi, aplicado en una sola capa.",exterior,,,,,,,,INTERSHIELD 300 V PARTE B ENA313/5G 2.5G,10337127,88.89,backend_lookup,INTERSHIELD 300 V ENA313 .
